licence_id,begins,ends,ereserves,ereserves_txt,ill,ill_txt,archival,archival_txt,db_id,url_1,url_1_format,url_2,url_2_format,general
297,4/1/2015,3/31/2016,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ÔøΩhitÔøΩ is registered on LicensorÔøΩs on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryÔøΩs own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,47,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
298,4/1/2015,3/31/2016,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ìhitî is registered on Licensorís on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryís own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,48,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
299,4/1/2010,3/31/2011,Yes,"APA permits the incorporation of parts of PsycARTICLES  into course packs and electronic reserve collections for the use by Authorized Users in a particular course of instruction at your institution. Each such item must carry appropriate acknowledgement of the source.   Copies of such items should be deleted when they are no longer required. Course packs in non-electronic non-print form, such as audio or Braille, may also be offered to Authorized Users who are visually impaired.

<br>
[Section 3.7]",Yes,"APA allows document delivery from the database under certain restrictions, the most notable being their refusal to allow Ariel transmission when fulfilling ILL requests.   ILL requests must be filled only by printing a copy of the article and providing that print copy, or a photocopy or facsimile transmission thereof, to the requesting library.

<br>
[Section 3.6]",Yes,"APA has granted perpetual access rights to the current year  of material published or otherwise made available to Licensee during the term of this Agreement.  

<br>
[Section 9.1]",49,http://www.eln.bc.ca/docs/view.php?id=53,[Link],,,
338,4/1/2015,3/31/2016,Yes,"<p>ELN partner libraries may incorporate parts of PsycBOOKS in electronic course packs for the use of Authorized Users in a particular course of instruction, but not for printed (hard copy) or CD-ROM versions of course packs. Each such item must carry acknowledgment of the source, including title and author of the extract, title and author of the work, and the publisher, APA. Copies of such items shall be deleted when they are no longer needed. Course packs in non-electronic, non-print perceptible form, such as audio or Braille, may also be offered to Authorized Users who are visually impaired.
<BR>[Section 3.6]</BR></P> 
<p>ELN partner libraries may incorporate parts of the PsycBOOKS in electronic reserves collections for the use of Authorized Users in a particular course of instruction. Each such item must carry acknowledgment of the source, including title and author of the extract, title and author of the work, and the publisher, APA. Copies of such items shall be deleted when they are no longer needed. 
<BR>[Section 3.6]</BR></P>",Yes,"<P>ELN partner libraries are permitted to use the PsycBOOKS to fulfill interlibrary loan requests, in accordance with Canadian copyright law, in print or image form only. It is not permitted to supply digital content. 
<BR>[Section 3.5]</BR></P>",Yes,"<p>Upon termination of the subscription, ELN partner libraries shall have access to the content published during the term covered by the subscription, as described in Schedule A.
<BR>[Section 8.4]</BR></P>",90,http://www.eln.bc.ca/docs/view.php?id=201,[Link],,,
300,7/1/2014,6/30/2015,Yes,"<P>ELN partner libraries may incorporate portions of ORO into printed course packs for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Course packs in non-print forms, such as audio or Braille, may also be offered to Authorized Users who, in the reasonable belief of the Subscriber, are visually impaired.
<BR>[Section 3.2]</BR></P>

<P>ELN partner libraries may incorporate portions of ORO into electronic reserves collections for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Copies of such extracts must be deleted by the Subscriber or Authorized User when the extracts are no longer being used in the course of instruction.
<BR>[Section 3.2]</BR></P>",No,"<P>Oxford University Press prohibits the use of ORO for the fulfillment of interlibrary loan requests.
<BR>[Section 4.2.2]</BR></P>",No,"<P>Upon termination of the subscription, all access to the database ceases.
<BR>[Section 7]</BR></P>",50,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
301,7/1/2014,6/30/2015,Yes,"<P>ELN partner libraries may incorporate portions of Grove Art into printed course packs for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Course packs in non-print forms, such as audio or Braille, may also be offered to Authorized Users who, in the reasonable belief of the Subscriber, are visually impaired.
<BR>[Section 3.2]</BR></P>

<P>ELN partner libraries may incorporate portions of Grove Art into electronic reserves collections for use by Authorized Users in a course of instruction at their educational institution. Each portion of the Licensed Works used in this manner should be identified with an appropriate acknowledgment of the source, listing the title and author of the extract, title and author of the work, and ""Oxford University Press"" as the publisher. Copies of such extracts must be deleted by the Subscriber or Authorized User when the extracts are no longer being used in the course of instruction.
<BR>[Section 3.2]</BR></P>",No,"<P>Oxford University Press prohibits the use of Grove Art for the fulfillment of interlibrary loan requests.
<BR>[Section 4.2.2]</BR></P>",No,"<P>Upon termination of the subscription, all access to Grove Art ceases.
<BR>[Section 7]</BR></P>",51,http://www.eln.bc.ca/docs/view.php?id=235,[Link],,,
302,4/1/2007,3/31/2008,Yes,"ELN partner libraries may create ereserves by linking to individual articles in CINAHL for the use of Authorized Users in the course of instruction.  It is not permitted to host electronic copies of articles on a local server, nor is it permitted to reproduce content in any format for use in Course Pack. 

<br>[Section 5.1] </br>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, ILL of a single article is permitted using a printout from the electronic original.

<p>
The copy may be provided by post, fax or secure transmission using Ariel or its equivalent.  If transmitting via Ariel, the electronic file must be deleted immediately after printing.

<p>
ILL is permitted for the purpose of research and private study only, not for commercial use.

<BR>
[Section 4.1]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.",52,http://www.eln.bc.ca/docs/view.php?id=145,[Link],,,
303,12/1/2013,11/30/2014,Yes,"<P>
May incorporate parts of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledge of the source, listing title and copyright owner.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.  
<BR>
[Section 3.1.8]</P>

<P>
Persistent links:  May CREATE PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses under this Agreement, from within secure authentication environments. 
<BR>
[section 3.1.2]
</P>",Yes,"<P>May INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.  
<BR>
[Section 3.1.3]
</P>",No,,53,http://www.eln.bc.ca/docs/view.php?id=437,[Link],,,
304,12/1/2004,11/30/2005,Yes,"ELN partner libraries may incorporate parts of Contemporary Literary Criticism-Select into course packs and electronic reserve collections for  use by authorized users in the course of instruction at your institution.  Each such item must carry appropriate acknowledgement of the source, listing title and author of the extract, title and author of the work, and Gale. These copies must be deleted when they are no longer being used for such purpose.  Course packs in non-electronic non-print perceptible form, such as audio or Braille, may also be offered to authorized users who are visually impaired. 

<br>
[Section 3.5]",Yes,"ELN partner libraries may supply to a library not participating in this license, a single paper copy of an individual article from the Contemporary Literary Criticism-Select database for the purposes of research or private study but not for commercial use.  The paper copy can be delivered by post, fax or secure transmission, using Ariel or its equivalent, whereby the electronic file is deleted immediately after printing. 

<br>
[Section 3.4]",No,"Upon termination of the subscription, ELN partner libraries are no longer permitted access to the Contemporary Literary Criticism-Select database.

<br>
[Section 7.3]",54,http://www.eln.bc.ca/docs/view.php?id=83,[Link],,,
305,1/1/2004,12/31/2004,Yes,"...the Subscriber may incorporate electronic ERIC documents in printed Course Pacts and Electornic Reserve collections for use by Authorised Users in the course of instruction at Subscriber's institution, but not for commerical use. (Section 5 - Copyright and License of Service Content).",No,Documents may be forwarded only to other Subscriber members. (Section 5 - Copyright and License of Service Content).,No,...grants the Subscribing institution license for access during the period for which the subscription has been paid subject to the terms and conditions contained in [the] Agreement. (Introduction).,55,http://www.edrs.com/Products/license414.pdf,[Link],,,
306,1/1/2015,12/31/2015,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ÔøΩhitÔøΩ is registered on LicensorÔøΩs on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient library's own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,56,http://www.eln.bc.ca/docs/view.php?id=412,[Link],,,
307,8/1/2014,7/31/2015,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ÔøΩhitÔøΩ is registered on LicensorÔøΩs on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryÔøΩs own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,57,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
308,4/1/2014,3/31/2015,notspec,,No,"The data on QP LegalEze may be copied for in-person requests provided it is
for personal use. No reproduction privileges are allowed for the distribution of
QP LegalEze data for off-site requests. <i>[Section 4: Licence Agreement]</i>",No,,58,http://www.eln.bc.ca/docs/view.php?id=139,[Link],,,
309,7/1/2015,6/30/2016,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",59,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
310,7/1/2015,6/30/2016,No,Bowker has  not given permission to use the content of the database in course packs or electronic reserve collections.,NA,Not applicable.,No,Access to the GBIP database ceases upon termination of the license.,60,http://www.eln.bc.ca/docs/view.php?id=111,[Link],,,
311,6/1/2015,5/31/2016,No,"PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments
[section 3.4.2]

ELECTRONIC RESERVES / VIRTUAL LEARNING: Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication). Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.

Permission to include content in coursepacks is NOT included under the terms of this license.
[section 3.5]",Yes,"Perform interlibrary loan by paper or electronic means of a single copy of
an individual document within the guidelines of traditional interlibrary loan
practices and applicable copyright laws [3.4.3]",No,,61,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
312,1/1/2015,12/31/2015,Yes,"Distribute a copy of individual journal articles in print or electronic form to Authorized Users, including the distribution of a copy for noncommercial educational purpose, to each individual student (Authorized User) in a class at a Participating Member's institution.
<P>
Use a persistent URL, or durable URL, to a journal article for courses of instruction offered by the Participating Member, where access is restricted to students enrolled in the course, to instructors, and to library staff maintaining the link, an such access is limited to the duration of the course.  Each item should carry an appropriate acknowledgement of the source, copyright, and publisher, and the links to such items shall be deleted by the Participating Members when they are no longer required for such purpose.
<p>
Provide links to MUSE full text content in course pages, e-syllabi, e-reserves, and electronic learning environments such as but not restricted to systems such as Blackboard.
<p>
[Section ""Permitted"" 2c, d, and h]",Yes,"Provide facsimile images that are exact representations of the print journal pages or of printouts from the electronic database for interlibrary loan under CONTU (National Commission on New Technological Uses of Copyright Works) (http://www.cni.org/docs/infopols/CONTU.html) guidelines and distributed in paper, fax, or digital form. 
<p>
<BR>[Section ""Permitted"" 2.e]</BR>",Yes,"Providing that full payment of the annual subscription fee is made, per Clause VI.D, Project MUSE will provide the Participating Member, upon request, an archival (non-searchable) file on DVD-ROM or other appropriate media as determined by Project MUSE, containing the content of all issues published online during the 12-month subscription term.  The annual archive will be available approximately 90 days after the expiration of each subscription term.  The content of the annual archive may also be made available for download/retrieval via other means as mutually agreed upon by the Participating Member and Project MUSE.
<P>
Participating Members may participate in LOCKSS (Lots of Copies Keeps Stuff Safe) system of archiving digitized publications.  To benefit from this support, the Participating Member must install a LOCKSS cache at its institution.  (See http://www.lockss.org for further information.)  Participating Members may perpetually use the LOCKSS system to archive and restore ebook content, so long as use is otherwise consistent with this Agreement.  eBook content may be available to other LOCKSS system Participating Members who indicate a right to the subscribed journal content.
<p>
[Section B ""Archiving and Preservaion""]",62,http://www.eln.bc.ca/docs/view.php?id=931,[Link],,,
315,1/1/2012,12/31/2012,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.

<br> [Section 7.4] </br>",66,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
322,7/1/2010,6/30/2011,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.

<br> [Section 7.4] </br>",72,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
323,7/1/2014,6/30/2015,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ìhitî is registered on Licensorís on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryís own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,73,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
316,1/1/2015,12/31/2015,No,"<P>PERSISTENT LINKS to individual articles for access by Authorized Users for Permitted Uses are allowed, from within secure authentication environments <BR>[section 3.1.2]</P>

<P>ELECTRONIC RESERVES / VIRTUAL LEARNING:  Members and Authorized Users may incorporate parts of the Licensed Material in resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication).  Each item shall carry appropriate acknowledgment of the source, listing title and copyright owner.</P>

<P>Permission to include content in coursepacks is NOT included under the terms of this license. <BR>[section 3.1.8]</P>",Yes,"Unless indicated on the citation that the publisher specifically prohibits such, Members may INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.<BR> [section 3.1.3]",No,"Once the subscription is terminated, ELN partner libraries no longer have access to the database.
<br> [Section 7.4] </br>",65,http://www.eln.bc.ca/docs/view.php?id=410,[Link],,,
319,4/1/2009,3/31/4010,unavail,,unavail,,unavail,,70,,,,,Free resource.  License permissions n/a.
320,4/1/2015,3/31/2016,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ÔøΩhitÔøΩ is registered on LicensorÔøΩs on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryÔøΩs own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,69,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
324,7/1/2008,6/30/2009,NA,,NA,,Yes,"<P>Upon termination of the subscription, ELN partner libraries may retain the most recent version of any data supplied in electronic form during the subscription term.
<br>[Section 5(b)]</br></P>",74,http://www.eln.bc.ca/docs/view.php?id=161,[Link],,,
325,8/1/2004,7/31/2005,Yes,,unavail,,unavail,,76,http://www.hwwilson.com/abouthw/weblic.htm,[Link],,,
326,8/1/2004,7/31/2005,unavail,,unavail,,unavail,,77,http://www.hwwilson.com/abouthw/weblic.htm,[Link],,,
327,8/1/2004,7/31/2005,unavail,,unavail,,unavail,,78,http://www.hwwilson.com/abouthw/weblic.htm,[Link],,,
328,8/1/2012,7/31/2013,Yes,"Wilson permits usage of content in coursepacks, electronic reserves, and virtual learning environments, within a secure, authenticated environment and with appropriate acknowledgment of the source, listing title and copyright owner. [3.1.8]",Yes,"Interlibrary loan by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws. [3.1.3]",Yes,"LIMITED TO CONTENT OWNED BY WILSON (i.e., the indexing and abstracting) [3.1.8]",79,http://eln.bc.ca/bcelnwilsonjuly2008.pdf,[Link],,,
329,8/1/2012,7/31/2013,Yes,"Wilson permits usage of content in coursepacks, electronic reserves, and virtual learning environments, within a secure, authenticated environment and with appropriate acknowledgment of the source, listing title and copyright owner. [3.1.8]",Yes,"Interlibrary loan by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws. [3.1.3]",Yes,"LIMITED TO CONTENT OWNED BY WILSON (i.e., the indexing and abstracting) [3.1.8]",80,http://eln.bc.ca/bcelnwilsonjuly2008.pdf,[Link],,,
330,8/1/2012,7/31/2013,Yes,"Wilson permits usage of content in coursepacks, electronic reserves, and virtual learning environments, within a secure, authenticated environment and with appropriate acknowledgement of the source, listing title and copyright owner. 
[3.1.8]",Yes,"Interlibrary loan by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws.
[3.1.3]",Yes,"LIMITED TO CONTENT OWNED BY WILSON (i.e., the indexing and abstracting)
[3.1.8]",81,http://eln.bc.ca/bcelnwilsonjuly2008.pdf,[Link],,,
331,8/1/2012,7/31/2013,Yes,"Wilson permits usage of content in coursepacks, electronic reserves, and virtual learning environments, within a secure, authenticated environment and with appropriate acknowledgment of the source, listing title and copyright owner. [3.1.8]",Yes,"Interlibrary loan by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws. [3.1.3]",Yes,"LIMITED TO CONTENT OWNED BY WILSON (i.e., the indexing and abstracting) [3.1.8]",82,http://eln.bc.ca/bcelnwilsonjuly2008.pdf,[Link],,,
332,8/1/2012,7/31/2013,Yes,"Wilson permits usage of content in coursepacks, electronic reserves, and virtual learning environments, within a secure, authenticated environment and with appropriate acknowledgment of the source, listing title and copyright owner. [3.1.8]",Yes,"Interlibrary loan by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan practices and applicable copyright laws. [3.1.3]",Yes,"LIMITED TO CONTENT OWNED BY WILSON (i.e., the indexing and abstracting) [3.1.8]",83,http://eln.bc.ca/bcelnwilsonjuly2008.pdf,[Link],,,
334,10/1/2014,9/30/2015,Yes,"<P>E-reserves and coursepacks permitted.  PLEASE NOTE REQUIREMENT TO REGISTER A ""HIT"" ON THE LICENSOR'S ON-LINE PLATFORM for coursepacks.</P>

<P>Details:</P>
<P>
COURSEPACKS  / ELECTRONIC RESERVES / VIRTUAL LEARNING.
Members and Authorized Users may incorporate a reasonable portion of the Licensed Material in course packs, study packs, resource lists and in any other material (including but not limited to multi-media works) to be used in the course of instruction and/or in virtual and managed environments (including but not limited to virtual learning environments, managed learning environments, virtual research environments and library environments) hosted on a Secure Network (only accessible to Authorized Users by Secure Authentication) so long as a ìhitî is registered on Licensorís on-line platform each time an article is accessed for the CoursePack.  Each item shall carry appropriate acknowledgement of the source, listing title and copyright owner.  Copies of such items shall be deleted by the Member when they are no longer used for such purpose.  Course packs in non-electronic non-print perceptible form, such as Braille, may also be offered to Authorized Users.
<BR>[3.1.8]</P>",Yes,"INTERLIBRARY LOAN by paper or electronic means, a single copy of an individual document within the guidelines of traditional interlibrary loan  practices and applicable copyright laws provided that the loan is not done in a manner or magnitude that would replace the recipient libraryís own subscription             to either the Products or the purchase of the underlying Work (e.g., newspaper,  magazine, or book).<BR>[3.1.3]",No,ELN's license agreement does not provide for archival access.,85,http://eln.bc.ca/bcelnproquestfinal2008.pdf,[Link],,,
